objectid,cdmid,title,format,thumb,images,source,date,creator,subjects,generalnote,sourceofdescription
special513,513,"News Release (March 21, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/41/00001/News_Release_March_21_1968_News_Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/41/00001/News_Release_March_21_1968_News_Column.pdf,http://ncf.sobek.ufl.edu/NCF0000841,"March 21, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special514,514,"News Release (March 22, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/54/00001/News_Release_Mar_22_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/54/00001/News_Release_Mar_22_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000154,"March 22, 1964",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special515,515,"News Release (March 22, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/38/00001/News_Release_Mar_22_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/38/00001/News_Release_Mar_22_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000638,"March 22, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special516,516,"News Release (March 23, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/39/00001/News_Release_Mar_23_1967_News_Columnthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/39/00001/News_Release_Mar_23_1967_News_Column.pdf,http://ncf.sobek.ufl.edu/NCF0000639,"March 23, 1967",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special517,517,"News Release (March 24, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/55/00001/News_Release_Mar_24_1964thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/55/00001/News_Release_Mar_24_1964.pdf,http://ncf.sobek.ufl.edu/NCF0000155,"March 24, 1964",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special518,518,"News Release (March 24, 1965)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/82/00001/News_Release_Mar_24_1965thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/02/82/00001/News_Release_Mar_24_1965.pdf,http://ncf.sobek.ufl.edu/NCF0000282,"March 24, 1965",New College of Florida,History;Planning;Records and correspondence,Four page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special519,519,"News Release (March 24, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/40/00001/News_Release_Mar_24_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/40/00001/News_Release_Mar_24_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000640,"March 24, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special520,520,"News Release (March 24, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/42/00001/News_Release_March_24_1968_Concertthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/42/00001/News_Release_March_24_1968_Concert.pdf,http://ncf.sobek.ufl.edu/NCF0000842,"March 24, 1968",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special521,521,"News Release (March 24, 1968)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/43/00001/News_Release_March_24_1968_Jefferson_Centerthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/08/43/00001/News_Release_March_24_1968_Jefferson_Center.pdf,http://ncf.sobek.ufl.edu/NCF0000843,"March 24, 1968",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special522,522,"News Release (March 25, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/56/00001/News_Release_Mar_25_1964_Campusthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/56/00001/News_Release_Mar_25_1964_Campus.pdf,http://ncf.sobek.ufl.edu/NCF0000156,"March 25, 1964",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special523,523,"News Release (March 25, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/57/00001/News_Release_Mar_25_1964_Curriculumthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/57/00001/News_Release_Mar_25_1964_Curriculum.pdf,http://ncf.sobek.ufl.edu/NCF0000157,"March 25, 1964",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special524,524,"News Release (March 25, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/58/00001/News_Release_Mar_25_1964_Faculty_and_Studentsthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/58/00001/News_Release_Mar_25_1964_Faculty_and_Students.pdf,http://ncf.sobek.ufl.edu/NCF0000158,"March 25, 1964",New College of Florida,History;Planning;Records and correspondence,Four page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special525,525,"News Release (March 25, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/59/00001/News_Release_Mar_25_1964_Historythm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/59/00001/News_Release_Mar_25_1964_History.pdf,http://ncf.sobek.ufl.edu/NCF0000159,"March 25, 1964",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special526,526,"News Release (March 25, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/60/00001/News_Release_Mar_25_1964_Presidentthm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/60/00001/News_Release_Mar_25_1964_President.pdf,http://ncf.sobek.ufl.edu/NCF0000160,"March 25, 1964",New College of Florida,History;Planning;Records and correspondence,Three page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special527,527,"News Release (March 25, 1964)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/61/00001/News_Release_Mar_25_1964_Selbythm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/01/61/00001/News_Release_Mar_25_1964_Selby.pdf,http://ncf.sobek.ufl.edu/NCF0000161,"March 25, 1964",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
special528,528,"News Release (March 26, 1967)",application/pdf,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/41/00001/News_Release_Mar_26_1967thm.jpg,http://ncf.sobek.ufl.edu/content/NC/F0/00/06/41/00001/News_Release_Mar_26_1967.pdf,http://ncf.sobek.ufl.edu/NCF0000641,"March 26, 1967",New College of Florida,History;Planning;Records and correspondence,Two page news release.,"This bibliographic record is available under the Creative Commons CC0 public domain dedication. The New College of Florida Libraries, as creator of this bibliographic record, has waived all rights to it worldwide under copyright law, including all related and neighboring rights, to the extent allowed by law."
